weight,quality,color,clarity,depth,width_rel,price,x,y,z
2.05,Premium,I,VS1,60.3,59.0,12766,8.25,8.21,4.96
0.91,Fair,G,VS2,64.9,54.0,4860,6.04,6.08,3.93
1.2,Ideal,G,VS2,59.9,61.0,8321,6.85,6.88,4.11
1.01,Very Good,D,SI1,62.8,60.0,5832,6.36,6.42,4.01
1.03,Premium,D,SI1,60.5,61.0,5410,6.47,6.43,3.9
0.32,Ideal,F,IF,60.7,56.0,990,4.43,4.46,2.7
0.4,Good,H,SI2,63.8,57.0,720,4.7,4.67,2.99
0.35,Very Good,D,VS1,60.8,56.0,1018,4.56,4.58,2.78
0.32,Ideal,F,VS2,61.9,55.0,602,4.41,4.45,2.74
2.08,Premium,H,SI2,58.8,60.0,14462,8.39,8.35,4.92
1.16,Ideal,I,VS2,61.5,57.0,5207,6.75,6.78,4.16
1.21,Premium,H,VS1,61.2,60.0,6056,6.77,6.86,4.17
0.39,Ideal,H,VVS2,62.0,55.0,794,4.68,4.7,2.91
0.3,Premium,D,VS1,61.2,59.0,732,4.34,4.29,2.64
0.5,Very Good,I,SI1,62.4,58.0,1048,5.0,5.06,3.14
1.05,Ideal,E,SI1,60.7,55.0,6316,6.62,6.67,4.03
0.24,Good,E,VVS1,58.0,60.0,526,4.08,4.12,2.38
0.4,Ideal,F,I1,63.3,60.0,630,4.68,4.64,2.95
1.01,Ideal,F,SI2,62.5,55.0,4416,6.39,6.4,4.0
0.3,Ideal,H,IF,62.3,54.0,764,4.34,4.36,2.71
0.34,Very Good,H,SI1,63.3,56.0,628,4.46,4.45,2.82
0.41,Ideal,F,VS1,60.6,57.0,1076,4.84,4.79,2.92
0.7,Very Good,G,VS1,62.8,57.0,2475,5.63,5.68,3.55
1.03,Ideal,G,VVS1,61.7,56.0,7708,6.45,6.56,4.0
0.3,Premium,G,VVS1,62.6,58.0,789,4.27,4.29,2.68
1.51,Very Good,H,VS2,62.4,55.6,12108,7.28,7.33,4.56
0.51,Good,G,VVS1,63.9,57.0,1925,5.06,5.08,3.24
0.52,Ideal,E,VS2,61.5,56.0,1644,5.14,5.17,3.17
0.71,Very Good,E,VS2,62.7,59.0,2830,5.65,5.7,3.56
0.72,Very Good,J,SI1,61.1,57.0,1866,5.75,5.8,3.53
0.91,Fair,D,VS2,65.7,58.0,4107,6.04,5.99,3.95
1.37,Ideal,I,SI2,62.2,56.0,6401,7.07,7.14,4.42
2.54,Ideal,G,SI2,62.5,55.0,14421,8.75,8.69,5.45
0.72,Very Good,G,SI1,62.8,59.0,2265,5.69,5.74,3.59
0.41,Very Good,H,SI1,63.3,56.0,876,4.74,4.71,2.99
0.23,Very Good,E,VVS2,60.0,56.0,530,4.03,4.07,2.43
0.3,Very Good,G,VVS1,62.4,57.0,789,4.27,4.29,2.67
0.9,Very Good,I,VS2,63.2,54.0,3382,6.1,6.08,3.85
0.3,Ideal,G,VVS1,61.7,57.0,1013,4.32,4.3,2.66
0.52,Good,D,SI2,63.7,55.0,1203,5.1,5.11,3.25
1.27,Good,J,VS1,63.4,60.0,5588,6.8,6.85,4.33
1.26,Ideal,H,SI1,61.7,58.0,6476,6.95,6.9,4.27
0.72,Good,F,I1,63.6,58.0,1166,5.72,5.62,3.6
1.38,Ideal,J,SI2,62.6,56.0,5969,7.05,7.16,4.45
1.29,Ideal,D,I1,61.3,56.0,5065,6.99,7.05,4.3
1.2,Very Good,I,VS2,62.5,59.0,5724,6.73,6.77,4.22
1.03,Very Good,F,SI2,62.2,56.0,4449,6.51,6.48,4.04
0.56,Fair,E,VS2,64.7,60.0,1737,5.13,5.14,3.32
0.9,Premium,G,SI1,61.0,60.0,3879,6.17,6.12,3.75
1.07,Premium,H,VS1,60.5,61.0,4494,6.67,6.59,4.01
0.91,Fair,F,VS2,58.0,56.0,4474,6.34,6.41,3.7
2.0,Premium,J,SI2,60.9,54.0,11106,8.17,8.12,4.96
1.02,Premium,G,VS1,62.0,59.0,6238,6.45,6.39,3.98
0.67,Very Good,F,VS2,63.2,60.0,2171,5.55,5.5,3.49
0.38,Ideal,G,VVS2,61.3,56.4,929,4.67,4.71,2.88
0.37,Ideal,E,VS2,61.5,56.0,1041,4.62,4.59,2.83
0.55,Very Good,E,VS2,62.1,60.0,1744,5.19,5.24,3.24
1.03,Fair,H,SI2,66.3,57.0,3749,6.35,6.25,4.18
0.8,Ideal,F,SI2,61.4,56.0,3064,5.99,5.93,3.66
0.3,Ideal,I,VVS1,61.9,57.0,709,4.35,4.31,2.68
1.71,Ideal,J,VS1,62.1,55.0,11711,7.73,7.65,4.78
1.17,Premium,F,SI1,61.9,60.0,5366,6.72,6.66,4.14
0.55,Ideal,F,VS1,60.5,57.0,2119,5.3,5.34,3.22
1.01,Good,D,VS2,61.8,59.0,6912,6.28,6.35,3.9
1.4,Premium,I,VVS2,62.0,58.0,8467,7.22,7.16,4.46
1.27,Ideal,E,SI2,60.2,57.0,6383,7.09,7.14,4.28
0.31,Very Good,H,VVS2,62.4,58.0,625,4.28,4.31,2.68
0.51,Ideal,F,SI1,61.5,55.0,1580,5.13,5.18,3.17
0.31,Premium,E,VS2,61.0,59.0,872,4.37,4.35,2.66
1.23,Ideal,D,SI1,60.9,54.0,6557,7.01,6.96,4.25
1.08,Premium,H,VS1,62.5,60.0,5111,6.55,6.51,4.08
0.37,Ideal,J,VS1,62.6,57.0,487,4.54,4.57,2.85
0.33,Ideal,E,VVS2,61.8,56.0,953,4.46,4.44,2.75
0.91,Good,F,SI2,63.9,56.0,3058,6.11,6.06,3.89
0.91,Premium,E,SI1,62.1,58.0,4256,6.18,6.15,3.83
0.4,Good,E,SI1,63.2,56.0,687,4.69,4.74,2.98
1.5,Premium,G,SI2,62.0,62.0,8190,7.31,7.25,4.51
1.17,Ideal,D,SI2,62.7,57.0,5949,6.72,6.7,4.21
0.37,Ideal,E,VS2,62.3,56.0,1041,4.59,4.56,2.85
0.35,Ideal,D,VS2,60.7,56.0,829,4.56,4.6,2.78
1.0,Ideal,H,VS2,62.5,56.0,5139,6.41,6.33,3.98
0.56,Ideal,D,SI1,62.5,56.0,1723,5.24,5.26,3.28
1.61,Ideal,G,SI1,62.4,55.0,11859,7.51,7.48,4.68
0.26,Ideal,E,VVS2,62.2,56.0,599,4.12,4.15,2.57
1.19,Very Good,F,SI1,60.8,59.0,6526,6.85,6.89,4.18
1.12,Fair,D,VS2,58.9,59.0,7696,6.84,6.77,4.01
1.01,Very Good,F,SI2,61.9,57.0,4484,6.42,6.35,3.95
0.53,Ideal,I,VVS2,60.9,56.0,1351,5.26,5.3,3.21
0.3,Premium,D,VVS2,59.6,61.0,1099,4.39,4.34,2.6
0.53,Ideal,H,VS1,61.2,56.0,1607,5.26,5.21,3.2
0.55,Ideal,D,VS2,61.7,57.0,1848,5.21,5.26,3.23
1.51,Premium,G,VS2,61.3,58.0,16091,7.39,7.33,4.51
1.46,Fair,G,SI2,64.6,54.0,5504,7.11,7.03,4.57
0.7,Premium,F,SI1,61.5,57.0,2354,5.74,5.68,3.51
2.01,Premium,J,SI2,61.4,60.0,12407,8.14,8.07,4.98
0.32,Ideal,D,VS2,61.5,55.0,808,4.43,4.45,2.73
1.0,Good,E,SI1,58.0,60.0,5384,6.48,6.52,3.77
0.66,Ideal,D,VS1,62.1,56.0,2851,5.54,5.57,3.45
1.0,Good,E,SI1,63.2,57.0,5299,6.36,6.39,4.03
0.41,Premium,F,VS1,62.6,58.0,1007,4.74,4.75,2.97
1.15,Very Good,J,SI2,63.6,57.0,4021,6.6,6.64,4.21
0.61,Premium,H,SI1,61.2,58.0,1588,5.45,5.43,3.33
0.32,Premium,I,VS1,61.3,58.0,648,4.39,4.35,2.68
0.71,Very Good,E,SI1,60.3,58.0,2570,5.8,5.85,3.51
0.72,Ideal,D,VS1,60.9,56.0,3896,5.79,5.86,3.55
1.04,Ideal,F,VS2,62.1,57.0,6692,6.48,6.53,4.04
0.91,Very Good,F,SI2,63.5,56.0,3496,6.16,6.12,3.89
0.81,Good,I,VS2,63.8,58.0,2617,5.84,5.89,3.74
0.4,Very Good,H,VS1,62.6,58.0,807,4.68,4.71,2.94
0.54,Ideal,E,VVS2,61.1,56.0,2502,5.26,5.31,3.22
1.11,Ideal,G,VS1,61.3,55.0,9261,6.67,6.71,4.1
1.21,Fair,F,SI2,65.3,53.0,5028,6.74,6.68,4.38
0.9,Good,F,SI1,63.9,58.0,3992,6.08,6.03,3.87
1.11,Ideal,E,SI2,62.2,56.0,4969,6.58,6.66,4.12
0.59,Ideal,G,VS1,62.1,55.0,2018,5.4,5.35,3.34
1.03,Ideal,G,VVS1,62.4,57.0,8454,6.39,6.47,4.01
0.31,Ideal,F,VS2,62.9,56.0,802,4.32,4.3,2.71
1.53,Ideal,I,VS2,62.3,57.0,9189,7.3,7.35,4.56
1.26,Ideal,G,SI1,61.9,56.0,7711,6.92,6.98,4.3
0.34,Ideal,F,VS2,62.9,55.0,880,4.48,4.46,2.81
1.01,Very Good,G,VS2,63.1,59.0,6108,6.4,6.37,4.03
0.9,Premium,H,VS2,62.1,58.0,3989,6.16,6.2,3.84
1.01,Very Good,J,VS2,63.3,54.0,3620,6.42,6.34,4.04
0.74,Premium,H,SI1,62.4,58.0,2300,5.75,5.7,3.57
0.32,Very Good,G,VVS2,62.6,54.0,672,4.37,4.39,2.74
2.0,Premium,G,SI2,60.4,61.0,17136,8.21,8.12,4.93
2.0,Premium,G,SI2,61.8,58.0,16262,8.05,7.99,4.96
0.94,Premium,E,SI1,60.0,58.0,4661,6.37,6.44,3.84
0.35,Ideal,D,VS2,62.5,56.0,790,4.51,4.55,2.83
1.22,Premium,E,VVS1,61.1,60.0,13824,6.87,6.85,4.19
0.76,Premium,J,SI1,58.4,59.0,1904,6.01,5.97,3.51
0.4,Ideal,E,VVS1,61.7,55.0,1778,4.74,4.76,2.93
0.37,Premium,E,SI1,61.8,58.0,649,4.59,4.64,2.85
0.76,Ideal,D,VVS2,62.3,57.0,4223,5.84,5.87,3.65
1.7,Premium,G,VS2,59.0,58.0,15941,7.85,7.8,4.62
0.5,Fair,H,VS2,56.3,65.0,1332,5.24,5.21,2.94
1.0,Fair,F,VS2,66.7,57.0,4732,6.11,6.04,4.05
0.32,Ideal,I,VS2,62.5,57.0,449,4.35,4.39,2.73
1.08,Ideal,G,VS2,61.3,56.0,6586,6.59,6.62,4.05
0.25,Ideal,G,SI1,62.3,53.0,363,4.06,4.09,2.54
0.83,Ideal,F,SI1,60.7,57.0,3290,6.02,6.1,3.68
0.82,Ideal,E,SI2,62.2,57.0,3012,6.0,5.97,3.72
1.09,Very Good,D,SI2,61.9,61.0,3890,6.54,6.58,4.06
0.32,Premium,H,VS2,60.6,58.0,648,4.47,4.44,2.7
0.3,Good,F,SI1,63.5,57.0,500,4.24,4.27,2.7
0.57,Ideal,G,VVS2,61.9,56.0,2147,5.3,5.29,3.28
2.01,Premium,E,SI2,61.2,58.0,14948,8.07,8.05,4.93
0.91,Ideal,H,VS1,60.8,58.0,4939,6.27,6.32,3.83
1.01,Good,E,SI1,63.3,57.0,4692,6.33,6.37,4.02
0.41,Ideal,E,VS1,62.2,55.0,964,4.76,4.79,2.97
0.41,Good,E,SI2,63.3,56.0,638,4.69,4.73,2.98
0.92,Premium,F,SI2,58.1,58.0,3282,6.46,6.41,3.74
0.41,Ideal,F,SI1,61.1,56.0,870,4.79,4.83,2.94
0.41,Premium,G,VS2,62.4,58.0,827,4.72,4.76,2.96
1.22,Ideal,F,SI2,61.7,54.9,6132,6.84,6.9,4.24
1.0,Premium,G,VS2,61.6,58.0,5940,6.39,6.43,3.95
1.71,Premium,H,SI2,62.3,58.0,10534,7.66,7.62,4.76
0.55,Ideal,H,VS2,62.0,55.0,1664,5.31,5.28,3.28
1.25,Ideal,I,SI2,62.0,57.0,5259,6.85,6.92,4.27
0.3,Ideal,F,VS1,61.3,55.0,731,4.36,4.32,2.66
0.32,Premium,G,VS2,62.6,58.0,720,4.39,4.37,2.74
1.53,Premium,G,VS2,61.8,59.0,12602,7.31,7.45,4.56
1.0,Ideal,E,VS2,61.5,55.0,6989,6.47,6.44,3.97
0.42,Ideal,G,VS2,62.1,56.0,1087,4.84,4.79,2.99
0.41,Good,E,VVS1,63.5,57.0,1002,4.73,4.75,3.01
0.9,Very Good,H,VS2,60.0,56.0,4255,6.3,6.34,3.79
0.76,Ideal,I,VVS2,61.8,56.0,2788,5.85,5.87,3.62
1.04,Premium,H,SI1,62.1,56.0,4316,6.48,6.41,4.01
2.0,Very Good,G,SI1,63.0,55.0,17724,7.96,8.1,5.06
0.5,Premium,F,VS1,61.6,58.0,1715,5.11,5.06,3.13
0.41,Ideal,D,VVS2,62.5,57.0,1105,4.72,4.75,2.96
1.35,Ideal,H,SI1,61.5,58.0,7609,7.08,7.11,4.36
0.41,Premium,E,VVS1,60.7,58.0,1431,4.86,4.8,2.93
0.72,Ideal,H,VS1,61.9,56.0,2608,5.78,5.73,3.56
0.71,Ideal,H,VS2,61.7,55.0,2559,5.73,5.77,3.55
0.31,Premium,G,SI1,62.4,55.0,593,4.34,4.31,2.7
1.59,Good,G,SI1,63.8,56.0,8441,7.41,7.34,4.71
1.13,Ideal,H,SI2,60.4,56.0,3797,6.78,6.7,4.07
1.26,Premium,D,SI1,59.5,59.0,7903,7.13,7.06,4.22
0.54,Premium,H,SI1,61.0,58.0,1154,5.23,5.27,3.2
0.32,Ideal,G,VVS2,62.4,56.0,936,4.42,4.4,2.75
1.51,Ideal,F,SI1,62.5,57.0,10693,7.27,7.32,4.56
1.12,Very Good,G,SI1,62.5,58.0,5088,6.6,6.64,4.14
0.7,Ideal,E,SI1,62.3,57.0,2459,5.67,5.7,3.54
1.15,Ideal,G,VVS2,61.8,56.0,9457,6.72,6.75,4.16
0.43,Premium,E,SI1,60.2,60.0,792,4.89,4.94,2.96
1.0,Premium,F,VVS1,62.6,58.0,8736,6.45,6.33,4.0
0.36,Very Good,F,VS1,59.9,58.6,825,4.62,4.66,2.77
0.7,Premium,D,SI2,60.4,60.0,2573,5.74,5.79,3.48
0.7,Very Good,E,VS2,60.2,57.0,2593,5.77,5.82,3.49
0.6,Ideal,G,VVS2,61.2,56.0,2190,5.43,5.45,3.33
0.75,Ideal,E,SI1,60.8,56.0,3045,5.91,5.89,3.59
0.35,Ideal,G,VS1,62.1,56.0,706,4.52,4.56,2.82
1.51,Ideal,I,VS2,62.6,56.0,9069,7.27,7.32,4.57
1.0,Premium,F,SI1,60.7,60.0,5197,6.36,6.4,3.87
0.29,Ideal,F,VS2,61.6,56.0,504,4.28,4.32,2.65
0.37,Very Good,D,SI1,62.2,58.0,681,4.58,4.62,2.86
0.76,Very Good,E,SI2,62.0,54.0,2530,5.84,5.91,3.64
0.41,Ideal,E,SI1,62.9,57.0,969,4.78,4.73,2.99
0.91,Premium,I,VS2,63.0,58.0,3282,6.15,6.07,3.85
0.41,Ideal,F,VVS2,62.9,54.0,1192,4.74,4.7,2.97
0.55,Premium,D,VS1,62.0,58.0,1975,5.26,5.28,3.27
1.7,Ideal,I,SI1,61.8,55.0,10520,7.62,7.57,4.69
0.41,Ideal,F,SI1,62.2,54.0,690,4.78,4.8,2.98
0.52,Very Good,G,SI2,63.1,56.0,1151,5.12,5.08,3.22
0.73,Ideal,E,SI1,60.6,54.0,2803,5.84,5.89,3.55
0.71,Fair,G,SI2,65.6,56.0,1691,5.54,5.49,3.63
1.5,Premium,D,SI2,58.7,57.0,9173,7.48,7.42,4.37
0.52,Very Good,E,SI1,62.8,56.0,1389,5.13,5.15,3.23
0.4,Very Good,G,VS1,60.8,59.0,791,4.75,4.83,2.91
0.24,Very Good,E,VVS1,61.7,58.0,485,3.94,4.0,2.45
2.0,Good,I,VS2,64.0,60.0,10640,7.9,7.83,5.04
0.37,Ideal,F,SI1,61.6,56.0,746,4.61,4.65,2.85
1.16,Very Good,G,VVS2,62.3,59.0,8361,6.69,6.72,4.18
1.21,Premium,I,SI1,62.8,57.0,5218,6.74,6.67,4.21
0.24,Ideal,G,SI1,62.2,54.0,364,3.97,4.0,2.48
1.72,Premium,H,SI1,61.4,59.0,12998,7.71,7.64,4.71
0.35,Ideal,F,VS2,61.9,54.0,706,4.5,4.54,2.8
0.33,Ideal,E,VS2,61.8,55.0,928,4.48,4.45,2.76
0.91,Ideal,I,VS2,62.2,56.0,3751,6.22,6.18,3.86
0.55,Premium,G,VS2,62.7,60.0,1445,5.27,5.19,3.28
0.79,Very Good,F,SI1,62.7,60.0,2878,5.82,5.89,3.67
1.01,Fair,H,SI1,64.6,55.0,4191,6.29,6.25,4.05
0.31,Premium,H,VVS2,61.9,58.0,802,4.33,4.3,2.67
2.33,Very Good,J,VS2,61.8,59.0,14801,8.41,8.56,5.24
0.81,Premium,I,SI2,61.5,60.0,1786,5.94,5.9,3.64
0.42,Premium,E,SI1,61.6,59.0,773,4.83,4.85,2.98
0.62,Good,G,VS2,61.0,62.0,1850,5.41,5.5,3.33
0.28,Very Good,G,VVS1,60.7,56.0,586,4.27,4.29,2.6
0.4,Very Good,D,SI1,63.0,57.0,720,4.66,4.7,2.95
0.42,Premium,E,SI1,61.6,59.0,992,4.85,4.83,2.98
0.38,Very Good,H,VVS1,63.3,58.0,1033,4.62,4.57,2.91
1.38,Very Good,J,VS2,62.7,56.0,6494,7.06,7.11,4.44
1.28,Ideal,D,SI1,61.5,55.0,9548,7.01,7.05,4.32
1.12,Premium,F,VVS2,62.4,59.0,10028,6.58,6.66,4.13
1.5,Good,E,SI2,64.5,58.0,8492,7.06,7.11,4.57
0.41,Ideal,F,VVS2,61.4,56.0,1115,4.76,4.81,2.94
0.27,Ideal,E,VVS2,62.1,57.0,799,4.15,4.13,2.57
0.7,Ideal,F,SI1,61.2,55.0,3119,5.74,5.76,3.52
1.04,Premium,H,SI1,62.6,59.0,4980,6.47,6.43,4.04
1.03,Very Good,E,SI2,60.7,63.0,4326,6.48,6.44,3.92
0.3,Premium,F,VS2,60.6,60.0,776,4.39,4.36,2.65
0.6,Very Good,F,SI1,62.4,56.0,1554,5.37,5.4,3.36
0.39,Very Good,E,VS1,60.0,59.0,900,4.76,4.8,2.87
1.51,Fair,H,SI2,66.9,57.0,5919,7.13,7.09,4.75
0.57,Ideal,F,VVS2,62.0,55.0,2339,5.3,5.31,3.29
1.2,Very Good,J,SI2,61.2,58.0,4523,6.77,6.82,4.16
0.7,Ideal,F,VVS2,61.9,55.0,2701,5.72,5.68,3.53
0.5,Very Good,H,SI1,63.5,56.0,1089,5.01,5.04,3.19
0.32,Ideal,G,VS1,61.7,55.0,828,4.43,4.39,2.72
2.1,Premium,J,SI2,59.1,58.0,12494,8.46,8.4,4.98
0.34,Premium,I,VS2,61.8,58.0,477,4.48,4.51,2.78
0.7,Fair,F,SI2,65.3,55.0,2075,5.6,5.49,3.62
0.7,Premium,H,VS1,60.5,58.0,2364,5.77,5.73,3.48
0.58,Ideal,H,VS1,61.1,57.0,1759,5.38,5.42,3.3
0.91,Ideal,D,VVS2,62.0,54.0,8707,6.2,6.25,3.86
1.21,Very Good,H,VS2,62.9,57.0,6189,6.75,6.8,4.26
0.71,Very Good,D,VVS2,61.7,58.0,4014,5.71,5.74,3.53
0.64,Ideal,F,VS2,62.3,56.0,2189,5.53,5.49,3.43
0.39,Very Good,F,VS2,62.1,59.0,716,4.69,4.71,2.92
0.39,Good,G,VS2,63.7,53.0,942,4.67,4.62,2.96
0.3,Premium,D,VS2,62.3,58.0,911,4.32,4.29,2.68
1.33,Premium,H,SI2,61.0,59.0,5437,7.1,7.06,4.32
0.31,Ideal,E,VVS1,62.5,54.0,853,4.33,4.37,2.72
0.31,Ideal,G,IF,61.0,57.0,891,4.36,4.39,2.67
0.32,Ideal,E,IF,61.4,56.0,1359,4.38,4.42,2.7
1.01,Very Good,F,SI1,62.4,59.0,5861,6.37,6.42,3.99
1.22,Very Good,F,SI1,63.5,56.0,5329,6.79,6.75,4.3
0.31,Very Good,E,SI1,59.1,59.0,544,4.42,4.44,2.62
0.35,Ideal,G,IF,61.8,55.0,1044,4.54,4.56,2.81
0.51,Ideal,D,SI1,62.8,56.0,1687,5.09,5.07,3.19
0.4,Ideal,D,VS2,60.5,57.0,1125,4.8,4.76,2.89
0.31,Very Good,J,SI1,62.7,59.0,363,4.29,4.32,2.7
0.9,Very Good,D,SI1,62.7,56.0,4381,6.12,6.16,3.85
2.01,Fair,G,SI1,70.6,64.0,18574,7.43,6.64,4.69
1.28,Premium,H,SI2,62.5,62.0,5161,6.89,6.84,4.3
0.33,Premium,G,SI2,62.6,58.0,434,4.4,4.42,2.76
2.13,Premium,G,SI2,60.7,60.0,16778,8.27,8.37,5.05
0.32,Ideal,I,VS1,62.3,57.0,648,4.42,4.37,2.74
1.01,Ideal,E,SI1,61.6,57.0,5206,6.44,6.49,3.98
0.31,Premium,H,VS1,62.4,58.0,544,4.32,4.36,2.71
0.54,Very Good,D,VS2,60.6,58.0,1892,5.26,5.3,3.2
0.38,Ideal,D,VS2,60.7,56.0,808,4.69,4.74,2.86
0.4,Good,E,SI1,63.7,56.0,882,4.69,4.66,2.98
1.07,Ideal,H,VS2,62.0,57.0,5820,6.55,6.58,4.07
0.95,Premium,G,SI1,62.6,58.0,4150,6.26,6.21,3.9
1.13,Ideal,I,VS2,62.3,56.0,5031,6.73,6.63,4.16
0.34,Premium,G,SI1,60.8,59.0,650,4.56,4.46,2.74
0.61,Ideal,F,VVS2,61.8,55.0,2634,5.43,5.47,3.37
2.01,Very Good,J,VS2,63.2,55.0,13596,7.97,8.04,5.07
1.19,Ideal,F,VVS2,60.8,57.0,10748,6.85,6.83,4.16
0.3,Ideal,H,SI1,62.1,56.0,450,4.29,4.31,2.67
1.23,Very Good,E,VS1,61.5,58.0,10730,6.88,6.93,4.25
1.21,Good,J,VS2,61.0,64.0,5096,6.89,6.79,4.17
0.52,Ideal,G,VS1,62.7,57.0,1815,5.15,5.12,3.22
0.38,Premium,G,SI1,59.5,62.0,855,4.71,4.67,2.79
0.4,Very Good,F,VVS1,63.3,57.0,1224,4.7,4.68,2.97
0.37,Good,E,VS1,62.8,65.0,889,4.51,4.54,2.84
0.41,Ideal,F,VS2,61.8,56.0,863,4.76,4.79,2.95
1.13,Premium,H,SI1,62.0,58.0,5050,6.67,6.63,4.12
1.06,Ideal,H,SI1,61.4,55.0,5194,6.62,6.58,4.05
0.4,Ideal,G,VVS2,62.4,56.0,982,4.64,4.68,2.91
0.39,Good,D,VVS2,58.1,60.0,1056,4.82,4.85,2.81
1.06,Very Good,J,VS2,62.6,59.0,4413,6.49,6.57,4.09
0.73,Premium,I,SI2,62.0,57.0,1927,5.79,5.76,3.58
1.01,Ideal,E,SI2,62.2,56.0,4875,6.45,6.42,4.0
1.01,Very Good,D,VS2,60.4,58.0,6905,6.47,6.57,3.94
0.64,Ideal,H,SI1,61.7,55.0,1880,5.54,5.57,3.43
0.91,Very Good,E,VS2,61.6,58.0,4823,6.18,6.2,3.81
0.71,Ideal,G,VS1,61.7,57.0,3431,5.7,5.75,3.53
0.8,Very Good,H,VS1,62.7,56.0,3144,5.88,5.96,3.71
0.39,Very Good,E,VVS2,61.9,58.0,971,4.66,4.68,2.89
1.51,Premium,G,VS2,60.4,58.0,11480,7.38,7.43,4.47
0.41,Premium,G,VS1,62.1,60.0,899,4.72,4.78,2.95
1.37,Premium,E,SI2,61.0,57.0,6751,7.25,7.19,4.4
0.5,Ideal,G,VS1,62.0,55.0,1746,5.11,5.05,3.15
1.59,Premium,F,VS2,60.2,60.0,15461,7.59,7.62,4.58
0.7,Fair,I,SI1,65.0,56.0,1720,5.6,5.5,3.61
1.35,Premium,I,SI2,62.3,59.0,5919,7.09,7.03,4.4
0.53,Premium,E,VS2,61.4,58.0,1579,5.24,5.19,3.2
0.41,Ideal,E,SI1,62.6,57.0,969,4.73,4.72,2.96
0.73,Very Good,D,SI1,63.6,57.0,2548,5.68,5.71,3.62
1.54,Premium,D,SI1,63.0,59.0,13316,7.35,7.31,4.62
0.31,Ideal,G,VS2,59.6,57.0,698,4.43,4.4,2.63
1.7,Very Good,J,VS2,63.2,58.0,7730,7.56,7.5,4.76
0.9,Very Good,D,SI2,62.5,58.0,3798,6.12,6.16,3.84
1.01,Ideal,J,SI2,61.6,55.0,3732,6.45,6.5,3.99
1.91,Premium,I,SI1,59.6,60.0,13092,8.02,7.98,4.77
0.41,Good,D,SI1,63.2,57.0,738,4.73,4.77,3.0
0.38,Ideal,E,SI1,60.7,56.0,680,4.69,4.73,2.86
0.7,Ideal,F,SI1,62.1,56.0,2573,5.65,5.67,3.51
1.12,Premium,I,SI1,61.1,59.0,4373,6.66,6.69,4.08
0.5,Ideal,F,VS2,62.4,56.0,1404,5.1,5.13,3.19
0.31,Ideal,D,VS2,61.8,56.0,734,4.32,4.36,2.68
1.26,Premium,F,VS2,62.8,58.0,8676,6.89,6.84,4.31
2.0,Fair,H,VS1,66.0,56.0,14199,7.79,7.72,5.12
0.38,Ideal,E,VVS2,62.0,57.0,1176,4.62,4.61,2.86
0.51,Premium,F,SI1,59.4,60.0,1406,5.21,5.19,3.09
0.32,Ideal,I,VS2,62.9,57.0,576,4.4,4.37,2.76
0.3,Ideal,G,VS1,62.5,57.0,605,4.29,4.32,2.69
0.3,Premium,D,SI1,63.0,58.0,709,4.27,4.24,2.68
0.3,Ideal,F,VS1,62.2,54.4,652,4.3,4.33,2.68
0.7,Very Good,I,VS2,62.8,55.0,1867,5.63,5.67,3.55
0.31,Very Good,F,SI1,60.6,60.0,516,4.34,4.37,2.64
0.52,Ideal,G,VVS1,60.6,57.0,2387,5.21,5.26,3.17
0.34,Ideal,G,IF,60.9,56.0,974,4.5,4.53,2.75
0.3,Premium,D,VS2,60.3,60.0,911,4.31,4.28,2.59
0.73,Very Good,F,SI1,62.5,56.0,2445,5.69,5.73,3.57
0.73,Ideal,H,VS1,61.9,55.0,2919,5.79,5.76,3.58
1.3,Ideal,G,VS1,62.4,56.0,6928,7.03,6.95,4.36
2.0,Ideal,E,SI1,62.6,57.0,16650,8.08,8.01,5.04
1.04,Premium,F,SI1,62.5,60.0,5621,6.43,6.46,4.03
0.5,Very Good,J,SI2,60.7,57.0,947,5.11,5.13,3.11
1.07,Very Good,F,VS1,62.0,56.0,7513,6.51,6.55,4.05
1.25,Ideal,J,SI1,62.7,57.0,4764,6.86,6.88,4.31
1.09,Premium,H,VS1,60.2,59.0,5860,6.71,6.67,4.03
1.7,Premium,H,VS2,62.4,57.0,13298,7.6,7.54,4.72
1.01,Good,D,SI1,63.8,58.0,5443,6.34,6.38,4.06
1.02,Very Good,D,VS2,63.2,58.0,7677,6.4,6.36,4.03
1.22,Premium,G,SI2,60.2,58.0,5534,6.92,6.9,4.16
0.31,Ideal,H,VVS2,62.3,55.0,802,4.37,4.36,2.72
0.56,Very Good,G,VVS2,61.6,56.0,2010,5.29,5.31,3.27
1.52,Very Good,G,VS2,62.9,60.0,12038,7.28,7.31,4.59
0.53,Ideal,F,VS2,61.2,56.0,1655,5.22,5.25,3.2
1.01,Very Good,E,SI1,62.8,60.0,5132,6.38,6.39,4.01
0.32,Ideal,G,VVS1,61.1,57.0,842,4.41,4.43,2.7
1.0,Premium,H,VS2,58.4,60.0,4514,6.36,6.3,3.7
1.51,Good,G,VS1,63.1,55.0,12489,7.3,7.34,4.62
1.5,Very Good,G,VS2,63.5,54.0,13239,7.26,7.22,4.6
0.9,Very Good,H,VS1,62.2,59.0,4324,6.14,6.18,3.83
1.08,Good,E,SI2,63.7,57.0,4656,6.49,6.54,4.15
1.01,Good,I,SI1,58.4,64.0,3394,6.51,6.48,3.79
0.71,Ideal,H,SI2,62.7,55.0,2317,5.68,5.64,3.56
